# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Wed, 05-Aug-2020 16:22:51
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000042899	si:ch211-163l21.8	0.2	1.0	0.5	0.3	3.0	5.0	5.0	8.0	5.0	1.0	2.0	4.0	3.0	1.0	2.0	3.0	4.0	4.0
ENSDARG00000042900	gtpbp1l	37.0	77.0	170.0	142.0	148.0	58.0	23.0	11.0	23.0	12.0	12.0	9.0	8.0	9.0	6.0	9.0	9.0	6.0
ENSDARG00000042902	afg1lb	4.0	5.0	24.0	26.0	9.0	3.0	2.0	1.0	2.0	3.0	3.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0
ENSDARG00000042904	foxo3b	1.0	1.0	4.0	3.0	6.0	11.0	2.0	2.0	21.0	6.0	11.0	12.0	16.0	19.0	36.0	60.0	71.0	78.0
ENSDARG00000042905	rpl10a	223.0	201.0	106.0	125.0	175.0	426.0	536.0	784.0	1648.0	2369.0	2122.0	1834.0	1929.0	1899.0	1659.0	1297.0	1395.0	1583.0
ENSDARG00000042908	hsh2d			2.0	2.0	0.9				0.6	0.7	0.4		0.7	0.8	1.0	2.0	3.0	3.0
ENSDARG00000042920	sult3st3																4.0	10.0	6.0
ENSDARG00000042922	gpr173						0.7	0.7	0.6				1.0	2.0	3.0	6.0	9.0	8.0	12.0
ENSDARG00000042925	mfng											0.5	2.0	2.0	2.0	3.0	4.0	3.0	3.0
ENSDARG00000042927	mapre1a	263.0	286.0	279.0	276.0	151.0	40.0	28.0	20.0	36.0	52.0	71.0	55.0	40.0	35.0	24.0	23.0	18.0	13.0
ENSDARG00000042929	tmem120b	67.0	79.0	74.0	71.0	55.0	9.0	4.0	3.0	4.0	3.0	3.0	4.0	3.0	5.0	4.0	5.0	3.0	3.0
ENSDARG00000042933	bloc1s6	48.0	54.0	24.0	16.0	12.0	14.0	8.0	31.0	37.0	39.0	48.0	57.0	55.0	48.0	56.0	81.0	76.0	72.0
ENSDARG00000042934	ccn2a									19.0	63.0	121.0	51.0	45.0	40.0	57.0	135.0	94.0	117.0
ENSDARG00000042936	fam228a									0.4	1.0	0.8	0.6	0.8	1.0	2.0	1.0	1.0	0.9
ENSDARG00000042937	si:dkey-256e7.5									4.0	2.0	4.0	6.0	4.0	2.0	2.0	0.6	1.0	
ENSDARG00000042940	nab1a			0.8			0.4	0.6	0.7	3.0	1.0	0.8	0.9	0.6	1.0	2.0	7.0	5.0	6.0
ENSDARG00000042946	hook1	3.0	6.0	17.0	12.0	11.0	4.0	0.3	0.2	1.0	0.9	1.0	2.0	2.0	2.0	4.0	7.0	9.0	10.0
ENSDARG00000042948	dnajc5aa	137.0	122.0	86.0	81.0	93.0	76.0	56.0	29.0	19.0	18.0	26.0	18.0	24.0	39.0	44.0	92.0	77.0	71.0
ENSDARG00000042953	cyp2n13															0.4	2.0	78.0	119.0
ENSDARG00000042954	slc17a9a			0.8	0.5	5.0	14.0	10.0	10.0	4.0	2.0	0.9	2.0	0.7	0.9	2.0	2.0	1.0	0.6
ENSDARG00000042956	cyp2ad6		0.4												0.5	0.5	2.0	16.0	32.0
ENSDARG00000042961	zgc:100920	2.0	2.0	0.7	0.6		0.6	0.6	3.0	15.0	20.0	19.0	16.0	29.0	38.0	47.0	28.0	21.0	21.0
ENSDARG00000042962	dgcr2	0.1	1.0	9.0	11.0	9.0	9.0	11.0	15.0	20.0	18.0	16.0	11.0	9.0	12.0	11.0	12.0	11.0	12.0
ENSDARG00000042969	znf1035	5.0	11.0	79.0	103.0	63.0	39.0	37.0	54.0	47.0	32.0	36.0	28.0	24.0	26.0	22.0	18.0	20.0	19.0
ENSDARG00000042970	gng8												0.7	0.6		2.0	5.0	7.0	6.0
ENSDARG00000042974	ENSDARG00000042974									0.5	2.0	9.0	13.0	24.0	38.0	50.0	150.0	151.0	133.0
ENSDARG00000042975	auh	18.0	19.0	22.0	20.0	17.0	17.0	12.0	8.0	21.0	20.0	28.0	37.0	38.0	30.0	30.0	51.0	47.0	31.0
ENSDARG00000042977	nfil3	17.0	14.0	26.0	20.0	9.0	12.0	15.0	20.0	26.0	22.0	33.0	41.0	34.0	40.0	45.0	48.0	37.0	36.0
ENSDARG00000042978	cyp2p6			1.0	0.5	1.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	0.8	2.0	6.0	17.0	25.0
ENSDARG00000042980	cyp2p7			1.0	1.0	5.0	25.0	17.0	14.0	5.0	3.0	3.0	3.0	2.0	3.0	0.9	2.0	10.0	14.0
ENSDARG00000042982	cyp2p8		0.5	1.0	1.0	1.0	3.0	0.8	1.0	1.0			1.0	0.9		0.9	12.0	59.0	45.0
ENSDARG00000042984	fpr1									0.5	1.0	0.4	1.0	0.7	1.0	3.0	4.0	4.0	3.0
ENSDARG00000042988	slc24a2	0.1		0.4				0.1	0.2	0.6	0.7	0.6	0.8	0.9	1.0	1.0	25.0	26.0	23.0
ENSDARG00000042989	si:dkeyp-84f3.5	28.0	23.0	38.0	55.0	25.0	28.0	28.0	30.0	25.0	19.0	19.0	16.0	16.0	15.0	15.0	11.0	13.0	12.0
ENSDARG00000042990	cyp2p10	25.0	31.0	27.0	36.0	16.0	7.0	8.0	13.0	21.0	23.0	20.0	16.0	14.0	11.0	10.0	11.0	8.0	10.0
ENSDARG00000042992	crygs1															3.0	3.0		
ENSDARG00000042993	prss1					0.7		0.8		3.0	3.0	2.0	2.0	0.8	2.0	2.0	164.0	1677.0	3317.0
ENSDARG00000042995	sptlc1	116.0	79.0	82.0	82.0	41.0	28.0	27.0	35.0	32.0	26.0	29.0	21.0	19.0	17.0	17.0	22.0	19.0	18.0
ENSDARG00000043002	vmo1a					0.6	2.0	0.7		0.5									
ENSDARG00000043003	pcyt2	3.0	5.0	47.0	65.0	46.0	25.0	21.0	25.0	26.0	20.0	23.0	19.0	19.0	23.0	25.0	37.0	36.0	28.0
ENSDARG00000043004	si:dkeyp-117h8.4	161.0	112.0	112.0	99.0	32.0	42.0	58.0	49.0	28.0	20.0	21.0	16.0	15.0	16.0	11.0	4.0	4.0	3.0
ENSDARG00000043006	gnav1	27.0	43.0	58.0	41.0	19.0	7.0	7.0	9.0	20.0	12.0	13.0	13.0	7.0	6.0	9.0	8.0	10.0	7.0
ENSDARG00000043009	fam43a		0.4	2.0	0.4	1.0	0.9	2.0	4.0	6.0	5.0	7.0	10.0	16.0	17.0	24.0	43.0	52.0	64.0
ENSDARG00000043010	camk2d1								0.4	8.0	10.0	19.0	27.0	22.0	10.0	13.0	14.0	19.0	18.0
ENSDARG00000043011	chst14	1.0	4.0	30.0	40.0	17.0	5.0	9.0	16.0	16.0	11.0	13.0	10.0	9.0	6.0	5.0	5.0	4.0	3.0
ENSDARG00000043012	napgb	26.0	15.0	13.0	11.0	6.0	6.0	4.0	3.0	6.0	4.0	7.0	5.0	6.0	14.0	18.0	57.0	57.0	48.0
ENSDARG00000043019	exoc1	12.0	10.0	20.0	16.0	20.0	15.0	15.0	12.0	13.0	12.0	16.0	15.0	15.0	19.0	16.0	15.0	16.0	15.0
ENSDARG00000043021	slc26a11	10.0	17.0	37.0	32.0	11.0	1.0	2.0	6.0	3.0	4.0	4.0	7.0	5.0	8.0	6.0	6.0	6.0	6.0
ENSDARG00000043026	ttbk2b	3.0	6.0	27.0	24.0	17.0	9.0	5.0	4.0	8.0	8.0	8.0	8.0	7.0	10.0	9.0	14.0	12.0	12.0
ENSDARG00000043031	ints10	7.0	10.0	44.0	34.0	24.0	22.0	29.0	32.0	30.0	23.0	23.0	18.0	16.0	19.0	15.0	11.0	10.0	7.0
ENSDARG00000043035	capn3b												3.0	24.0	21.0	48.0	42.0	17.0	10.0
ENSDARG00000043046	fbxl5	12.0	42.0	82.0	84.0	57.0	23.0	22.0	20.0	23.0	31.0	27.0	25.0	28.0	26.0	26.0	25.0	24.0	28.0
ENSDARG00000043055	hiat1b	74.0	94.0	92.0	80.0	62.0	38.0	30.0	32.0	34.0	32.0	32.0	24.0	19.0	20.0	18.0	24.0	22.0	23.0
ENSDARG00000043066	nog2									10.0	10.0	13.0	11.0	11.0	11.0	10.0	15.0	12.0	12.0
ENSDARG00000043074	grp								1.0				3.0	15.0	14.0	14.0	8.0	6.0	5.0
ENSDARG00000043077	nisch	27.0	45.0	73.0	63.0	11.0	4.0	4.0	7.0	8.0	7.0	9.0	10.0	9.0	10.0	11.0	10.0	14.0	13.0
ENSDARG00000043079	MMP23B									1.0	2.0	2.0	2.0	6.0	7.0	6.0	7.0	6.0	5.0
ENSDARG00000043081	ctsz	93.0	85.0	110.0	108.0	34.0	5.0	2.0	1.0	4.0	8.0	11.0	20.0	20.0	19.0	24.0	38.0	69.0	50.0
ENSDARG00000043084	abhd17ab	2.0	4.0	39.0	43.0	32.0	14.0	7.0	8.0	8.0	6.0	6.0	9.0	6.0	8.0	5.0	9.0	8.0	7.0
ENSDARG00000043085	alox5b.1				0.2	0.6	2.0	2.0	2.0	1.0			0.1	0.6		0.6	0.5	1.0	1.0
ENSDARG00000043089	alox5b.2						2.0	2.0	1.0				0.2	2.0		0.4	0.3	0.4	2.0
ENSDARG00000043093	mpeg1.2													0.6	0.4	0.9	4.0	15.0	8.0
ENSDARG00000043094	gnas	34.0	35.0	100.0	99.0	62.0	11.0	6.0	15.0	18.0	16.0	20.0	21.0	20.0	20.0	20.0	21.0	24.0	22.0
ENSDARG00000043095	kctd6a		0.1	1.0	2.0	2.0	3.0	2.0	4.0	8.0	5.0	7.0	4.0	3.0	5.0	6.0	8.0	7.0	7.0
ENSDARG00000043102	lxn						0.4	2.0	3.0	2.0	3.0	3.0	5.0	6.0	5.0	8.0	18.0	28.0	46.0
ENSDARG00000043105	qtrt1	390.0	356.0	179.0	184.0	71.0	12.0	10.0	7.0	22.0	22.0	20.0	14.0	12.0	12.0	8.0	7.0	6.0	6.0
ENSDARG00000043122	ENSDARG00000043122											0.9			0.9	1.0	3.0	4.0	6.0
ENSDARG00000043126	blf	5.0	6.0	4.0	15.0	359.0	106.0	43.0	43.0	12.0	11.0	15.0	15.0	8.0	3.0	2.0	2.0	2.0	0.8
ENSDARG00000043128	cldne					139.0	571.0	582.0	513.0	180.0	96.0	107.0	131.0	109.0	58.0	62.0	91.0	77.0	72.0
ENSDARG00000043130	notch2	4.0	6.0	9.0	5.0	2.0	3.0	5.0	10.0	16.0	15.0	18.0	18.0	19.0	16.0	20.0	21.0	22.0	19.0
ENSDARG00000043131	BX664625.1																	0.5	
ENSDARG00000043133	cldnf					6.0	33.0	27.0	27.0	13.0	9.0	9.0	10.0	9.0	5.0	5.0	7.0	7.0	6.0
ENSDARG00000043134	cux1b	11.0	23.0	41.0	39.0	42.0	34.0	15.0	11.0	20.0	17.0	21.0	19.0	19.0	18.0	17.0	14.0	18.0	16.0
ENSDARG00000043135	pomca				0.1			0.1	0.1						0.1	0.6	3.0	3.0	3.0
ENSDARG00000043137	cdca8	4.0	15.0	153.0	169.0	102.0	110.0	163.0	123.0	60.0	50.0	45.0	40.0	31.0	27.0	20.0	8.0	8.0	4.0
ENSDARG00000043141	si:ch211-132f19.7					0.3	0.1	0.1		0.4	0.6	0.4			0.2	0.2	9.0	9.0	6.0
ENSDARG00000043148	slc1a3b					1.0	0.6	0.5	0.4	0.2	0.5	0.9	2.0	7.0	16.0	37.0	52.0	43.0	34.0
ENSDARG00000043154	ucp2	452.0	456.0	254.0	293.0	451.0	643.0	524.0	454.0	107.0	58.0	85.0	124.0	85.0	68.0	63.0	125.0	103.0	92.0
ENSDARG00000043157	dnajb13									1.0	2.0	2.0	1.0	1.0	0.9	0.9		1.0	0.6
ENSDARG00000043168	cela1.5																	2.0	6.0
ENSDARG00000043171	cela1.4																5.0	27.0	33.0
ENSDARG00000043173	cela1.3																	8.0	33.0
ENSDARG00000043175	cela1.1																	3.0	3.0
ENSDARG00000043177	lsm1	19.0	37.0	148.0	169.0	16.0	6.0	5.0	12.0	21.0	20.0	25.0	22.0	21.0	36.0	33.0	22.0	19.0	13.0
ENSDARG00000043179	bag4	126.0	202.0	332.0	321.0	250.0	52.0	12.0	8.0	12.0	16.0	22.0	22.0	16.0	22.0	20.0	12.0	13.0	10.0
ENSDARG00000043180	gpd1b	1.0	2.0	2.0	1.0	22.0	47.0	57.0	81.0	24.0	13.0	36.0	106.0	141.0	80.0	100.0	91.0	84.0	70.0
ENSDARG00000043182	hhla2a.1		0.4		0.5					2.0	6.0	19.0	20.0	32.0	27.0	25.0	24.0	23.0	21.0
ENSDARG00000043185	mllt1a	70.0	60.0	101.0	99.0	19.0	14.0	13.0	12.0	14.0	12.0	14.0	11.0	15.0	16.0	15.0	8.0	10.0	8.0
ENSDARG00000043198	si:rp71-1i20.2											0.4	2.0	2.0	1.0	2.0	2.0	2.0	2.0
ENSDARG00000043209	nsun5	0.5	3.0	38.0	44.0	64.0	101.0	102.0	80.0	95.0	71.0	61.0	33.0	20.0	22.0	14.0	15.0	11.0	11.0
ENSDARG00000043210	nfic			0.2								0.2	0.2	0.2	0.7	2.0	1.0	2.0	1.0
ENSDARG00000043211	ripk4	4.0	9.0	48.0	44.0	66.0	39.0	14.0	6.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	6.0	8.0	6.0
ENSDARG00000043213	adam17a	8.0	10.0	24.0	24.0	22.0	16.0	8.0	6.0	19.0	15.0	19.0	16.0	16.0	17.0	16.0	16.0	18.0	16.0
ENSDARG00000043220	kcnh5a		0.4	0.7	1.0	0.5	0.5	1.0	0.7			0.1		0.1			0.6	0.8	0.9
ENSDARG00000043226	nfixa	0.3	0.5	0.5	1.0	0.5										0.3	1.0	1.0	1.0
ENSDARG00000043232	CT573139.1																	1.0	1.0
ENSDARG00000043236	ccna1	2410.0	2396.0	2060.0	1926.0	1214.0	213.0	66.0	9.0	2.0	2.0	1.0	2.0		2.0	0.4	1.0	1.0	1.0
ENSDARG00000043237	ENSDARG00000043237						0.8	0.9	0.4	0.9	0.8	4.0	7.0	12.0	26.0	22.0	37.0	29.0	36.0
ENSDARG00000043238	atg16l2	0.4	0.4	2.0	2.0	2.0	0.5	0.4	3.0	0.8	0.3						0.5	1.0	2.0
ENSDARG00000043241	arrb1												0.5	0.8	1.0	2.0	5.0	8.0	9.0
ENSDARG00000043242	si:dkey-222f2.1				0.6	0.9	17.0	16.0	13.0	4.0	16.0	28.0	24.0	17.0	21.0	27.0	48.0	48.0	38.0
ENSDARG00000043243	prkchb			0.3	0.4	0.4	8.0	11.0	12.0	3.0	1.0	2.0	2.0	2.0	0.8	1.0	3.0	4.0	2.0
ENSDARG00000043247	gtf3c3	37.0	28.0	26.0	14.0	3.0	4.0	7.0	13.0	14.0	14.0	14.0	9.0	10.0	12.0	9.0	7.0	9.0	11.0
ENSDARG00000043249	irf1b	8.0	6.0	9.0	10.0	10.0	14.0	15.0	17.0	20.0	21.0	18.0	14.0	13.0	15.0	13.0	13.0	16.0	17.0
ENSDARG00000043250	ppm1ab	7.0	10.0	13.0	16.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	7.0	7.0	10.0	10.0	12.0
ENSDARG00000043257	ckbb	43.0	56.0	424.0	396.0	386.0	270.0	198.0	100.0	28.0	15.0	34.0	65.0	134.0	243.0	642.0	941.0	778.0	783.0
ENSDARG00000043260	xylb	26.0	42.0	38.0	35.0	29.0	16.0	10.0	9.0	3.0	4.0	5.0	7.0	6.0	7.0	6.0	6.0	10.0	7.0
ENSDARG00000043271	morc3b					26.0	36.0	11.0	2.0	8.0	8.0	2.0	0.2						
ENSDARG00000043275	mgmt	19.0	18.0	37.0	29.0	46.0	22.0	5.0	1.0	3.0	4.0	5.0	5.0	4.0	4.0	4.0	7.0	9.0	8.0
ENSDARG00000043279	aqp12								2.0	12.0	9.0	18.0	40.0	38.0	10.0	20.0	24.0	43.0	33.0
ENSDARG00000043281	stap2b	2.0	1.0	16.0	12.0	3.0	24.0	28.0	16.0	0.9	0.4	0.8	1.0	1.0	0.9	2.0	3.0	6.0	5.0
ENSDARG00000043283	prrg1	0.6	0.5	1.0	2.0	2.0	6.0	7.0	14.0	19.0	16.0	19.0	16.0	18.0	23.0	21.0	26.0	23.0	21.0
ENSDARG00000043285	zbtb21	4.0	8.0	32.0	29.0	4.0	3.0	4.0	7.0	7.0	6.0	6.0	4.0	4.0	5.0	4.0	6.0	6.0	8.0
ENSDARG00000043287	atg101	310.0	253.0	129.0	127.0	62.0	21.0	9.0	8.0	12.0	13.0	16.0	13.0	14.0	18.0	23.0	21.0	20.0	26.0
ENSDARG00000043288	impact	19.0	12.0	16.0	14.0	13.0	12.0	6.0	2.0	5.0	5.0	8.0	10.0	10.0	9.0	6.0	8.0	10.0	10.0
ENSDARG00000043299	nmu												0.7	0.8			2.0	2.0	2.0
ENSDARG00000043301	gtf3c6	0.9	4.0	23.0	28.0	12.0	25.0	30.0	36.0	29.0	25.0	22.0	11.0	11.0	13.0	10.0	6.0	6.0	6.0
ENSDARG00000043304	nop2	11.0	14.0	13.0	12.0	19.0	90.0	142.0	191.0	214.0	162.0	145.0	92.0	43.0	43.0	24.0	25.0	21.0	19.0
ENSDARG00000043307	srd5a3	2.0	6.0	11.0	12.0	6.0	2.0	2.0	4.0	13.0	17.0	16.0	12.0	9.0	8.0	7.0	10.0	8.0	7.0
ENSDARG00000043309	obscna										0.1	0.1	2.0	2.0	3.0	3.0	3.0	2.0	2.0
ENSDARG00000043313	ank2b		0.2	0.7	0.5	0.5	0.3	0.1	0.3	3.0	5.0	9.0	11.0	16.0	25.0	31.0	36.0	38.0	43.0
ENSDARG00000043317	kita	3.0	4.0	7.0	10.0	3.0		0.2	1.0	0.9	0.8	2.0	3.0	4.0	3.0	4.0	4.0	7.0	7.0
ENSDARG00000043322	gsx2									2.0	11.0	17.0	19.0	20.0	22.0	10.0	8.0	6.0	3.0
ENSDARG00000043323	lnx1			0.3	0.5	3.0	7.0	2.0	9.0	20.0	4.0	6.0	7.0	8.0	8.0	12.0	26.0	27.0	32.0
ENSDARG00000043328	fip1l1a	3.0	4.0	15.0	10.0	4.0	1.0	0.8		0.2	0.3	0.3	0.8	0.8	0.7	0.6	0.7	1.0	1.0
ENSDARG00000043332	prkcz	0.9	4.0	10.0	12.0	8.0	1.0		3.0	2.0	0.8	1.0	2.0	3.0	3.0	6.0	6.0	11.0	9.0
ENSDARG00000043334	ccdc6a	20.0	47.0	211.0	200.0	139.0	71.0	63.0	60.0	54.0	52.0	58.0	49.0	45.0	54.0	45.0	38.0	42.0	44.0
ENSDARG00000043339	abraxas1	201.0	139.0	171.0	111.0	48.0	44.0	61.0	55.0	27.0	23.0	22.0	16.0	13.0	13.0	11.0	5.0	6.0	5.0
ENSDARG00000043342	gpx3									0.2	0.1	0.1	0.1	0.8	0.8	2.0	5.0	9.0	9.0
ENSDARG00000043357	tbl2	5.0	15.0	38.0	42.0	39.0	21.0	25.0	44.0	74.0	64.0	59.0	50.0	41.0	43.0	27.0	21.0	20.0	12.0
ENSDARG00000043359	rmnd5b	293.0	288.0	274.0	235.0	155.0	87.0	77.0	55.0	42.0	35.0	31.0	31.0	28.0	30.0	28.0	31.0	30.0	30.0
ENSDARG00000043360	dph3	12.0	45.0	61.0	54.0	21.0	15.0	11.0	12.0	13.0	12.0	11.0	6.0	5.0	6.0	5.0	5.0	3.0	
ENSDARG00000043361	nck2b	2.0	3.0	17.0	15.0	8.0	7.0	13.0	21.0	32.0	27.0	25.0	24.0	20.0	19.0	14.0	13.0	10.0	10.0
ENSDARG00000043371	mdh2	23.0	47.0	211.0	244.0	151.0	77.0	62.0	59.0	106.0	106.0	163.0	223.0	295.0	352.0	422.0	640.0	659.0	674.0
ENSDARG00000043388	atraid				0.4				2.0	3.0	3.0	5.0	6.0	7.0	6.0	9.0	12.0	11.0	13.0
ENSDARG00000043394	si:dkey-71h2.2			0.9	1.0	0.9	0.3			1.0	1.0	2.0	1.0	1.0	2.0	4.0	8.0	12.0	10.0
ENSDARG00000043395	crip3	1.0	2.0	2.0	1.0	3.0	2.0	0.5		3.0	6.0	15.0	22.0	19.0	18.0	11.0	12.0	12.0	11.0
ENSDARG00000043396	fndc4a		0.6	4.0	5.0	1.0			0.2	0.2					0.3	0.8	3.0	4.0	4.0
ENSDARG00000043402	zgc:171480	6.0	13.0	45.0	35.0	18.0	33.0	45.0	45.0	51.0	45.0	49.0	49.0	41.0	42.0	34.0	37.0	25.0	25.0
ENSDARG00000043403	paox1	0.4	1.0	4.0	4.0	2.0	1.0	0.8	0.7	3.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	4.0	2.0
ENSDARG00000043404	rpp21	23.0	62.0	59.0	67.0	65.0	39.0	21.0	13.0	10.0	12.0	14.0	9.0	6.0	7.0	7.0	8.0	5.0	5.0
ENSDARG00000043406	slc8a1b	5.0	8.0	19.0	16.0	15.0	7.0	2.0	0.5	0.9	0.4	0.8	1.0	2.0	3.0	3.0	9.0	11.0	9.0
ENSDARG00000043410	xkr6b		0.3	0.9		0.6									0.4	1.0	4.0	4.0	4.0
ENSDARG00000043416	tnfaip2a	0.3	0.3	2.0	1.0	1.0	0.9	0.8	5.0	4.0	7.0	7.0	10.0	9.0	9.0	10.0	13.0	15.0	16.0
ENSDARG00000043417	eipr1	1.0	2.0	7.0	6.0	4.0	2.0	0.8	1.0	5.0	7.0	8.0	11.0	10.0	12.0	15.0	14.0	13.0	10.0
ENSDARG00000043431	b3gntl1	4.0	11.0	16.0	10.0	8.0	8.0	8.0	8.0	9.0	6.0	5.0	3.0	3.0	1.0	3.0	3.0	2.0	3.0
ENSDARG00000043436	si:dkey-5n18.1													4.0	4.0	9.0	9.0	14.0	15.0
ENSDARG00000043442	zgc:153665	7.0	5.0	4.0	6.0	16.0	152.0	200.0	172.0	40.0	32.0	30.0	28.0	31.0	15.0	24.0	27.0	23.0	17.0
ENSDARG00000043443	kcnj13		0.1	0.2	0.3	0.3	4.0	6.0	7.0	2.0	0.5	2.0	2.0	3.0	2.0	4.0	4.0	4.0	5.0
ENSDARG00000043446	efhd1	137.0	174.0	151.0	157.0	181.0	186.0	192.0	157.0	70.0	29.0	44.0	20.0	4.0	7.0	17.0	44.0	42.0	34.0
ENSDARG00000043447	gpr55a														1.0			0.4	1.0
ENSDARG00000043448	itm2ca									1.0	3.0	4.0	7.0	10.0	15.0	29.0	74.0	71.0	73.0
ENSDARG00000043451	cab39	9.0	17.0	63.0	70.0	56.0	54.0	50.0	46.0	20.0	11.0	15.0	11.0	11.0	11.0	8.0	8.0	11.0	11.0
ENSDARG00000043453	rps5	134.0	280.0	143.0	189.0	313.0	781.0	1052.0	1389.0	2506.0	3489.0	3362.0	3052.0	3045.0	2890.0	2541.0	1987.0	1991.0	2163.0
ENSDARG00000043457	gapdh	21.0	54.0	141.0	257.0	360.0	251.0	172.0	112.0	79.0	60.0	152.0	526.0	868.0	919.0	1319.0	1013.0	1265.0	1650.0
ENSDARG00000043460	wu:fj39g12																12.0	14.0	23.0
ENSDARG00000043465	atp6v1b2		0.4	2.0	2.0	0.8	1.0	0.8	2.0	5.0	5.0	7.0	9.0	16.0	25.0	37.0	83.0	80.0	74.0
ENSDARG00000043466	kcnk3a																0.7	0.8	
ENSDARG00000043467	ndufb11	27.0	12.0	20.0	23.0	15.0	16.0	24.0	38.0	53.0	57.0	67.0	69.0	81.0	84.0	88.0	122.0	106.0	80.0
ENSDARG00000043468	sytl3	0.4	0.5	0.2	0.5	0.2						0.1		0.1	0.1	0.4	0.7	0.8	0.6
ENSDARG00000043470	rsph3									0.5	2.0	1.0	1.0	2.0	0.5	1.0	1.0	1.0	0.6
ENSDARG00000043474	atp2b3a	0.4	0.6	2.0	2.0	1.0	0.4				0.3	1.0	4.0	7.0	11.0	16.0	52.0	52.0	49.0
ENSDARG00000043475	si:ch211-122h15.4			0.3	0.3	0.2						0.1	0.4	0.3	1.0	0.6	2.0	3.0	5.0
ENSDARG00000043479	opn8c				0.2	0.4	0.2	0.2		0.4	0.3	0.1						0.2	0.3
ENSDARG00000043480	rbbp8	9.0	14.0	28.0	25.0	8.0	2.0	3.0	4.0	3.0	4.0	4.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0
ENSDARG00000043482	b3gnt3.1				1.0		2.0	3.0	8.0	15.0	12.0	16.0	20.0	17.0	12.0	14.0	7.0	5.0	4.0
ENSDARG00000043483	otx5										0.9	1.0	1.0	2.0	15.0	77.0	68.0	48.0	54.0
ENSDARG00000043484	ube2d2	538.0	379.0	356.0	419.0	431.0	320.0	258.0	254.0	261.0	244.0	261.0	233.0	208.0	231.0	190.0	171.0	135.0	112.0
ENSDARG00000043485	si:ch211-22i13.2	10.0	11.0	26.0	34.0	40.0	68.0	85.0	88.0	87.0	76.0	67.0	57.0	49.0	54.0	47.0	43.0	34.0	30.0
ENSDARG00000043492	irf1a																	1.0	0.7
ENSDARG00000043493	cltca	17.0	31.0	84.0	84.0	63.0	49.0	38.0	41.0	83.0	68.0	81.0	93.0	89.0	92.0	76.0	99.0	96.0	79.0
ENSDARG00000043497	scrn2	1.0	1.0	6.0	8.0	6.0	4.0	5.0	1.0	0.4	1.0	1.0	5.0	7.0	3.0	8.0	25.0	25.0	18.0
ENSDARG00000043502	ccdc124	42.0	73.0	172.0	191.0	97.0	27.0	27.0	36.0	59.0	74.0	73.0	77.0	74.0	76.0	81.0	83.0	72.0	70.0
ENSDARG00000043509	rpl11	84.0	149.0	52.0	81.0	115.0	206.0	207.0	288.0	530.0	710.0	628.0	467.0	522.0	519.0	479.0	382.0	433.0	469.0
ENSDARG00000043510	vamp4	178.0	163.0	82.0	67.0	35.0	14.0	8.0	9.0	12.0	10.0	13.0	13.0	11.0	17.0	20.0	22.0	17.0	17.0
ENSDARG00000043511	prdx6	13.0	28.0	82.0	94.0	80.0	71.0	62.0	45.0	27.0	30.0	63.0	71.0	93.0	114.0	88.0	106.0	111.0	97.0
ENSDARG00000043514	si:dkey-239i20.4						0.2		0.3	0.4	0.5	0.9	1.0	1.0	0.8	0.8	2.0	2.0	3.0
ENSDARG00000043518	si:dkey-239i20.2			1.0	0.7	1.0	2.0	1.0	2.0	6.0	11.0	10.0	5.0	3.0	1.0	1.0	2.0	7.0	8.0
ENSDARG00000043527	plpp6	5.0	8.0	22.0	21.0	13.0	9.0	7.0	8.0	6.0	5.0	6.0	4.0	4.0	3.0	3.0	3.0	2.0	1.0
ENSDARG00000043531	jun				1.0	17.0	16.0	8.0	10.0	23.0	38.0	54.0	53.0	67.0	63.0	79.0	88.0	89.0	93.0
ENSDARG00000043536	si:dkey-86e18.1	3.0	7.0	22.0	21.0	12.0	20.0	21.0	23.0	19.0	13.0	14.0	8.0	6.0	6.0	5.0	6.0	6.0	7.0
ENSDARG00000043542	zpr1	8.0	18.0	32.0	49.0	23.0	27.0	30.0	51.0	55.0	46.0	53.0	33.0	24.0	26.0	19.0	17.0	18.0	16.0
ENSDARG00000043548	atg4da	10.0	12.0	17.0	17.0	7.0	4.0	3.0	3.0	6.0	6.0	6.0	5.0	5.0	8.0	9.0	12.0	11.0	8.0
ENSDARG00000043550	ENKD1		0.7	2.0	3.0	3.0	1.0	0.7		1.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0
