Gene_ID	Gene_Name	zygote	cleavage_2-cell	blastula_128-cell	blastula_1k-cell	blastula_dome	gastrula_50%-epiboly	gastrula_shield	gastrula_75%-epiboly	segmentation_1-4_somites	segmentation_14-19_somites	segmentation_20-25_somites	pharyngula_prim-5	pharyngula_prim-15	pharyngula_prim-25	hatching_long-pec	larval_protruding_mouth	larval_day_4	larval_day_5
ENSDARG00000037261	mtap	59	90	96	109	86	61	26	15	64	66	81	70	51	50	34	40	33	31
ENSDARG00000037262	cdkn2a/b																		2
ENSDARG00000037266	myoz2b										2	12	29	34	25	20	23	21	13
ENSDARG00000037267	zgc:158263		0.3	1	1	0.7		0.6	4	6	6	8	7	10	7	12	12	12	11
ENSDARG00000037276	map9	30	32	28	19	8	3	5	7	13	11	9	7	6	7	5	5	4	4
ENSDARG00000037278	lrata									0.7	7	14	17	18	11	16	19	15	8
ENSDARG00000037281	fgg									4	2	9	78	92	32	125	96	109	82
ENSDARG00000037283	plrg1	52	68	209	212	211	267	242	182	117	82	82	67	50	51	40	29	26	24
ENSDARG00000037284	ptges3a	16	28	107	122	135	117	74	54	124	138	125	95	89	83	72	107	87	61
ENSDARG00000037285	mipa									0.3			9	62	102	94	88	96	101
ENSDARG00000037286	si:dkey-30k22.7												0.1			0.5	2	2	2
ENSDARG00000037291	dpf2l	186	149	108	91	99	138	151	129	97	84	72	67	59	63	55	34	29	26
ENSDARG00000037307	gnpda1	198	169	79	89	36	21	10	10	27	15	24	52	41	12	20	29	50	32
ENSDARG00000037309	gatb	2	3	13	17	14	8	6	5	6	7	7	7	6	5	5	6	5	5
ENSDARG00000037318	ddost	13	33	209	225	157	54	34	66	198	208	252	269	210	191	164	166	141	78
ENSDARG00000037320	fam131c	0.9	4	12	14	10	2						1	1		1	2	2	3
ENSDARG00000037324	klhl17	0.7	1	3	4	1	0.4		0.2	1	2	3	3	4	6	9	9	8	9
ENSDARG00000037334	wdr92	87	76	76	69	58	42	30	29	27	22	22	17	13	11	9	6	6	5
ENSDARG00000037337	cnrip1b				0.7									0.9	0.9	4	28	23	20
ENSDARG00000037350	rpl9	97	163	72	105	145	331	376	551	1059	1533	1402	1336	1424	1327	1245	1033	1049	1149
ENSDARG00000037353	frs2b	71	85	153	168	76	66	68	63	47	51	47	38	31	35	23	17	18	18
ENSDARG00000037357	ENSDARG00000037357	7	6	6	5	7	5	2							0.7	1	3	4	7
ENSDARG00000037358	polr3e	135	129	163	172	146	51	42	51	70	61	59	37	23	31	18	19	21	22
ENSDARG00000037359	si:ch1073-272o11.3						3	3	5	0.9							0.4	2	3
ENSDARG00000037361	kdelr2b	2	5	24	33	27	24	26	31	122	151	180	181	153	114	92	72	66	44
ENSDARG00000037362	scube2	2	3	16	17	13	23	15	9	54	49	42	35	28	22	14	8	11	11
ENSDARG00000037363	dennd2b	8	8	8	10	6	2	2	3	9	11	20	28	29	34	24	21	20	17
ENSDARG00000037373	ephb2a		0.1	0.4		0.5	0.6	0.3		0.5	0.8	1	1	2	3	3	3	4	3
ENSDARG00000037378	qdprb1	0.8	3	4	6	0.9	2	3	8	20	21	23	21	21	13	12	16	12	15
ENSDARG00000037383	pax5				0.6	0.5	0.5	1	2	3	12	13	9	5	6	2	2	0.5	0.6
ENSDARG00000037390	gsg1l							1							0.3		4	4	5
ENSDARG00000037392	med19a	58	95	109	116	137	156	161	161	104	106	105	74	72	68	61	41	33	29
ENSDARG00000037393	slc43a1a	7	24	108	113	164	200	180	158	109	84	85	67	44	36	27	26	21	17
ENSDARG00000037397	ssrp1a	254	299	301	258	263	260	233	205	177	166	174	187	126	109	62	37	31	20
ENSDARG00000037398	zgc:113229			0.5	0.1	0.2	1	2	2	2	2	1	2	2	0.8	1	1	2	1
ENSDARG00000037402	lim2.3					2	3	4	1				4	20	51	87	50	43	56
ENSDARG00000037403	hspa8b			0.2		2	1	1	1	1	1	1	2	1	1	1	5	5	4
ENSDARG00000037405	zgc:112083	171	170	175	156	42	13	13	14	16	12	12	11	7	8	4	4	4	6
ENSDARG00000037406	wdr19	1	1	9	9	3	1	2	3	11	10	8	5	5	6	5	5	5	5
ENSDARG00000037408	tbc1d10c											0.1				0.1	0.1	0.4	0.6
ENSDARG00000037409	tmem144a	15	17	15	16	4	2	0.3	2	2	2	4	4	4	3	4	6	8	5
ENSDARG00000037410	med28	81	119	154	171	156	84	52	55	70	70	56	63	47	40	31	27	18	17
ENSDARG00000037411	npy1r																0.6	0.7	0.8
ENSDARG00000037415	dlgap1b	1	0.8	2	1	1	1	1	1	3	3	3	3	2	1	0.7	2	2	2
ENSDARG00000037421	egr1								0.3	2	2	2	4	4	4	12	97	124	181
ENSDARG00000037423	smim19	21	30	44	53	60	53	32	16	13	15	11	10	10	11	9	12	12	10
ENSDARG00000037425	s100a10a	0.9	0.9	1	0.8	0.8				0.8			3	3	0.9	7	84	158	228
ENSDARG00000037427	si:ch211-39a7.1	0.3	0.3	4	1	0.9							0.4	0.6	0.8	0.4	0.7	1	2
ENSDARG00000037429	tll1			0.4		2	6	7	12	8	2	1	2	2	0.6	0.7	2	2	3
ENSDARG00000037432	haus7	64	49	54	53	42	12	8	9	15	17	16	16	11	11	6	4	3	3
ENSDARG00000037433	fmr1	67	65	90	95	51	34	26	22	24	28	29	30	33	44	35	33	35	37
ENSDARG00000037455	ugt8	0.7	0.8	0.8	0.9	0.8	0.8	1	4	4	4	6	6	5	4	6	13	15	12
ENSDARG00000037475	foxb2															0.9	2	0.9	1
ENSDARG00000037476	sorbs3	4	10	20	24	17	4	2	3	3	2	4	5	6	4	6	9	11	12
ENSDARG00000037478	ENSDARG00000037478	5	6	7	4	3	0.5	0.3	0.4	2	0.6	2	1	3	4	10	23	21	20
ENSDARG00000037484	tmem192	216	219	138	129	125	36	11	2	2	6	6	11	9	10	11	12	11	9
ENSDARG00000037487	1-Mar																4	6	8
ENSDARG00000037488	canx	171	125	176	187	113	113	145	298	307	261	288	310	246	218	201	213	180	112
ENSDARG00000037491	bmp15	87	81	125	94	28	4	1	0.3	0.3	0.4			0.3					
ENSDARG00000037495	rtn4rl2b						1	1	1		0.3	0.3				0.3	2	7	9
ENSDARG00000037496	gria4a									0.2	0.7	0.6	0.3	1	3	4	19	22	21
ENSDARG00000037498	gria3b											0.6	1	2	2	5	16	18	19
ENSDARG00000037501	aasdhppt			2	2	2	2	2	4	6	8	11	6	5	6	4	5	7	11
ENSDARG00000037503	thoc2	175	176	148	149	137	114	86	52	57	52	52	44	39	45	31	24	27	27
ENSDARG00000037506	prps1b	64	99	98	100	97	84	77	88	62	63	57	49	39	36	30	20	23	14
ENSDARG00000037507	kctd12b		1	1	0.7	0.6				0.3	0.2	0.3		0.3	0.1	0.5	2	1	2
ENSDARG00000037514	hdac3	78	67	93	102	53	57	54	67	79	62	63	53	43	50	38	36	28	25
ENSDARG00000037517	slc35c2	5	9	35	32	22	4	2	5	9	11	16	17	13	10	10	12	14	9
ENSDARG00000037527	si:rp71-17i16.5																		0.1
ENSDARG00000037528	si:ch211-191a24.4	242	205	96	90	28	26	30	17	5	8	7	8	6	4	7	9	9	10
ENSDARG00000037532	mcm3l	24	39	233	235	119	17	6	2	1	0.8	0.4	0.3		0.4		0.3	0.7	0.4
ENSDARG00000037533	mep1b																	4	19
ENSDARG00000037537	ccnq	8	20	98	107	66	16	17	19	18	19	17	15	13	12	11	9	10	6
ENSDARG00000037539	tnnc1b										10	74	199	295	269	329	338	252	223
ENSDARG00000037545	mtnr1aa	0.3	2	4	7								0.2	0.5	0.4	0.4	2	3	3
ENSDARG00000037550	cyp21a2														1	0.4	2	3	1
ENSDARG00000037551	pm20d1.1	47	34	74	97	115	46	16	5	2	2	1	1	0.5	0.5	0.5	3	23	32
ENSDARG00000037553	il1rapl2	2	1	0.9	0.3	0.3										0.2	2	2	3
ENSDARG00000037554	arhgef3l					0.4				0.4	0.3	0.4	0.1	1		1	2	2	2
ENSDARG00000037555	atoh8								3	6	8	15	25	26	26	22	28	18	17
ENSDARG00000037556	st3gal5	85	104	117	109	59	12	15	19	31	24	21	16	14	14	11	12	12	10
ENSDARG00000037558	asb12b									2	8	15	14	8	6	4	5	4	1
ENSDARG00000037559	uba1	60	63	203	187	89	86	104	134	151	154	183	172	160	195	142	106	98	76
ENSDARG00000037560	mtm1	17	27	57	59	34	28	35	37	27	23	21	16	14	17	12	13	14	13
ENSDARG00000037570	polr1d	37	118	91	84	42	117	94	94	111	109	78	44	34	36	19	21	25	18
ENSDARG00000037574	rps6kal	77	75	106	96	30	10	14	21	32	34	34	23	21	30	22	27	26	33
ENSDARG00000037576	BX530018.1											0.7	0.6	2	0.9				
ENSDARG00000037587	SYNPR														0.3	0.9	13	15	14
ENSDARG00000037588	bhlhe23	3	1	2	1						0.5	0.4		2	3	20	34	25	23
ENSDARG00000037589	gid8b	39	72	115	125	131	92	50	29	24	27	23	23	19	22	20	22	19	19
ENSDARG00000037593	prickle2b	13	22	72	36	19	10	11	17	28	21	20	21	14	17	16	17	15	14
ENSDARG00000037598	prf1.5														0.4	1	4	3	2
ENSDARG00000037603	zgc:162144			2	2	1				0.7	1	1	0.7		0.8	1	2	2	2
ENSDARG00000037607	nol4lb	0.4	0.5	4	3	1			0.5		0.4	1	2	2	4	8	10	11	10
ENSDARG00000037613	lgals8b		0.2	0.5	0.6	0.1	0.4		0.9	3	1	2	0.8	0.8	2	2	4	5	5
ENSDARG00000037618	ddit4	308	366	747	731	220	176	180	113	75	43	49	22	21	21	18	19	33	76
ENSDARG00000037619	BX569798.1					0.7			2	1		0.5			0.5			0.7	
ENSDARG00000037621	ENSDARG00000037621																	0.8	
ENSDARG00000037628	trpt1	6	5	4	6	6	4	5	6	7	9	7	7	5	7	5	8	6	5
ENSDARG00000037633	leng1	25	35	27	31	26	23	30	24	18	14	14	12	8	9	8	13	11	13
ENSDARG00000037639	nkx3-2			4	1	6	3	0.6	2	5	5	6	5	11	17	25	19	11	12
ENSDARG00000037640	aurkb	418	711	181	106	89	149	205	192	129	119	112	104	89	88	56	28	22	14
ENSDARG00000037645	zgc:173570	15	11	21	17	6	1	0.4		2	0.4	0.4	1	1	0.5	2	3	3	4
ENSDARG00000037646	rgs11	1	3	2	2	3	1	0.5				0.4	1	1	1	2	14	11	12
ENSDARG00000037647	rnf175	8	13	25	28	11	4	0.6		8	12	18	20	20	26	26	31	30	24
ENSDARG00000037652	C1H7orf26	15	32	69	60	33	28	35	41	23	20	23	15	15	17	11	8	10	8
ENSDARG00000037654	pmm2	3	5	11	8	10	8	10	23	35	41	43	44	37	26	22	21	16	8
ENSDARG00000037655	pls3						0.8	3	16	41	45	83	118	107	74	100	88	83	59
ENSDARG00000037675	npm1b	11	16	22	21	22	22	28	35	51	55	48	38	40	40	31	20	19	15
ENSDARG00000037677	fgf24					2	15	19	20	6	6	4	3	3	4	5	6	4	3
ENSDARG00000037679	zgc:103678		0.8	4	3	2		2	3	18	9	14	62	44	15	33	39	39	34
ENSDARG00000037691	pcdh2ab2																0.2		
ENSDARG00000037695	pcdh2aa1													0.6	0.8	0.7	2	2	0.8
ENSDARG00000037706	gss	2	10	30	28	29	27	21	7	3	4	4	5	5	3	3	4	7	7
ENSDARG00000037708	exosc10	12	94	269	260	211	160	169	156	120	81	81	59	36	35	29	21	23	28
ENSDARG00000037713	pcnp	7	7	28	38	41	56	58	77	81	76	74	53	51	61	52	56	54	55
ENSDARG00000037738	fbxl3l				0.1	0.2				0.1	0.2	0.1		0.3	0.1	0.3	1	0.8	1
ENSDARG00000037739	zgc:112980	140	219	409	364	186	88	98	69	27	17	17	13	10	9	7	6	5	4
ENSDARG00000037746	actb1	60	76	460	596	1116	1974	2176	2192	1470	1667	2513	3179	3465	2984	3436	2533	1952	1291
ENSDARG00000037747	fscn1b	0.2	0.4	0.2									0.2	1	3	4	19	21	21
ENSDARG00000037748	slc43a1b			0.3	1	1	0.4	0.1		1	4	15	21	17	20	10	11	13	12
ENSDARG00000037758	tlr2					0.2	0.3	0.5	0.7	0.2	0.1	0.2		0.1		0.1	0.1		0.1
ENSDARG00000037760	uncx4.1	7	7	9	8	16	7	2	6	20	33	23	11	12	23	30	13	13	13
ENSDARG00000037773	rybpa	26	59	183	187	166	39	27	34	30	22	19	15	21	36	46	33	32	26
ENSDARG00000037777	stk16	57	68	28	31	24	25	24	26	15	12	13	13	11	11	13	13	12	8
ENSDARG00000037781	acss2	27	36	47	43	38	35	24	10	15	15	19	24	21	19	18	18	15	12
ENSDARG00000037782	sox8b	2	4	9	8	3	0.9	0.4		0.5			0.7		0.9	1	1	2	1
ENSDARG00000037783	proza	0.3	0.3	1	2	1	1	3	7	19	19	20	24	24	32	31	50	66	81
ENSDARG00000037789	pvalb1	3	2	2	4	6	4	4	2	3	3	2	170	2247	5440	10473	13456	11996	12431
ENSDARG00000037790	pvalb8									0.9	4	11	20	63	41	36	130	211	222
ENSDARG00000037794	nptx2a												0.5	0.4		0.5	1	0.9	1
ENSDARG00000037804	phlda3			2	3	18	22	5	11	47	11	14	8	9	11	11	15	10	9
ENSDARG00000037805	lgals3bpa				0.2		0.4	0.3									0.6	1	1
ENSDARG00000037810	adtrp1	2	8	14	13	3	2	1	2	6	3	4	4	4	6	3	14	17	14
ENSDARG00000037813	zgc:113278	10	16	19	18	13	8	5	7	6	4	5	5	5	3	3	3	5	5
ENSDARG00000037815	b4galt5																	2	0.6
ENSDARG00000037833	mitfb			1	2	1								0.4		0.5		1	0.6
ENSDARG00000037835	polr3k	4	7	25	17	10	32	36	45	49	41	42	34	27	30	22	26	18	18
ENSDARG00000037836	igfals																0.3	0.9	2
ENSDARG00000037837	ogfr					2	12	24	30	27	32	33	16	15	17	14	14	14	16
ENSDARG00000037838	unkl	2	3	6	5	10	28	28	24	15	15	16	14	15	20	12	14	20	27
ENSDARG00000037843	ENSDARG00000037843		0.5	2	2	13	16	23	10	2	5	4	5	5	2	2	1	1	1
ENSDARG00000037845	col9a3				0.3	0.3	1	0.9	0.8	24	60	124	141	173	194	238	484	375	241
ENSDARG00000037846	hm13	297	288	316	293	326	281	236	125	172	171	144	101	71	74	55	55	44	30
ENSDARG00000037852	zgc:101663	10	19	49	55	24	7	5	11	14	10	14	12	9	5	5	9	13	10
ENSDARG00000037855	taf11	3	4	11	12	13	17	22	25	31	31	26	21	20	25	20	19	16	16
ENSDARG00000037860	cox6b2	3	5	15	27	43	96	112	137	222	238	225	227	235	253	273	311	282	233
ENSDARG00000037861	slc2a3b	0.3	0.8	3	2	2	0.7	0.2				0.2	0.2	0.1		0.5	1	1	1
ENSDARG00000037865	cln3	26	35	43	43	20	3	2	1	6	6	6	11	11	5	10	10	12	11
ENSDARG00000037867	atp5mf	5	8	5	10	11	28	28	42	92	108	115	152	163	187	209	256	245	173
ENSDARG00000037870	actb2	478	374	2032	2106	2696	3669	4478	5142	4004	3533	4171	5087	5303	3820	5596	4773	4602	5013
ENSDARG00000037871	wipi2	97	90	144	140	135	90	60	44	58	52	53	41	40	40	35	37	47	56
ENSDARG00000037872	foxk1	9	16	129	123	115	60	42	30	25	21	24	18	16	15	16	20	29	38
ENSDARG00000037873	cyp3c3	0.6	0.4	0.8	0.3	0.4	1	1	5	2	0.6	2	2	1	0.5		2	33	42
ENSDARG00000037874	cyp3c3						0.6		2	2	0.8	1	0.8				0.5	2	2
ENSDARG00000037879	lfng	0.3	0.8	3	7	130	69	117	115	172	136	161	153	189	209	103	41	44	40
ENSDARG00000037883	prcp	1	0.2	0.9	0.4	0.3	0.5	0.4	0.2	0.2	0.8	2	7	8	4	6	7	9	8
ENSDARG00000037884	rab30	0.8	1	8	8	7	6	6	13	19	14	14	10	11	12	10	12	11	11
ENSDARG00000037889	wnt9b									1	1	2	3	5	4	7	8	8	6
ENSDARG00000037891	mlx	38	35	28	25	13	24	34	50	58	49	51	39	35	34	23	19	19	16
ENSDARG00000037892	psmc3ip	3	9	67	70	40	23	24	30	49	41	44	34	33	22	12	7	9	6
ENSDARG00000037894	ezh1	0.1		0.3		0.4	0.6	0.6	2	2	2	2	1	1	1	2	4	7	14
ENSDARG00000037895	ramp2	2	2	3	2	2	1	0.4	2	15	13	14	15	11	12	12	17	15	11
ENSDARG00000037905	cacna1aa	0.9	0.8	1	0.6	0.7	0.3	0.1	0.2	2	1	1	3	4	10	15	29	28	32
ENSDARG00000037906	alkbh7	2	3	23	30	17	3	2	1	2	3	4	8	7	8	8	16	12	12
ENSDARG00000037909	timm29	1	5	45	49	48	26	14	11	16	24	30	24	28	25	24	24	20	15
ENSDARG00000037910	ENSDARG00000037910	4	3	11	7	8	2	3	4	8	8	8	22	18	25	16	29	36	51
ENSDARG00000037913	nmrk1		0.9	5	6	5	3	2	3	4	4	2	2	1	3	3	1	3	2
ENSDARG00000037914	znfl1					2	2	5	11	6	5	2	0.7	0.3	0.5	0.2	0.1	0.1	
ENSDARG00000037916	cdk5r1a					32	4	0.7						2	2	6	11	13	16
ENSDARG00000037917	itga3a	0.3	0.2	3	4	2	0.6	0.2		1	0.6	1	2	2	1	3	6	8	5
ENSDARG00000037919	rbbp6	97	99	99	81	108	69	53	73	76	59	57	46	40	52	34	27	29	31
ENSDARG00000037921	gng13b									1	3	4	4	9	13	48	101	62	57
ENSDARG00000037924	gna13b	104	109	175	146	109	87	91	71	33	22	23	25	23	22	18	15	16	16
ENSDARG00000037925	rgs9a					0.9	0.4	0.8	0.5	0.9	0.7	0.5	0.5				45	54	48
ENSDARG00000037928	ddx42	68	82	104	95	97	100	102	79	52	38	38	35	30	34	27	21	22	21
ENSDARG00000037929	strada	13	17	67	63	62	27	32	42	37	30	29	23	21	25	21	18	18	14
ENSDARG00000037930	rnf113a	16	28	48	56	44	37	45	38	51	44	39	25	20	24	16	13	12	8
ENSDARG00000037932	lin7b	2	1	1	2	2	1	0.9	0.6	6	3	6	9	14	20	36	57	44	39
ENSDARG00000037935	aldh16a1	42	30	58	48	28	6	2	1	3	4	5	11	12	12	9	16	20	15
ENSDARG00000037941	syt5a															0.5	39	52	49
ENSDARG00000037943	cpt1cb	2	3	5	8	6	2	3	6	8	5	7	7	5	4	3	4	5	5
ENSDARG00000037946	prl												1	3	2	4	4	3	3
ENSDARG00000037954	tnnt1										0.4	0.4	0.4	0.4	0.9	2	19	17	13
ENSDARG00000037955	pih1d1	0.8	2	11	9	8	5	4	4	9	8	10	7	5	7	5	6	5	5
ENSDARG00000037958	nosip	50	49	42	35	51	41	42	35	25	25	23	20	17	19	17	14	15	13
ENSDARG00000037960	lrrc17							0.2		8	24	24	18	20	19	30	27	19	15
ENSDARG00000037961	rcn3	3	7	12	17	20	3	2	5	42	49	65	121	113	54	76	70	33	10
ENSDARG00000037962	psmb7	51	31	55	70	108	262	398	414	416	395	381	303	285	350	231	183	153	114
ENSDARG00000037963	nek6					2	0.8	1	2	11	10	12	8	9	8	8	10	14	17
ENSDARG00000037964	lhx2a						2	1	0.2	0.2	1	2	2	1	0.9	0.7	0.4	0.3	0.4
ENSDARG00000037965	srrm2	131	152	195	143	154	212	227	203	149	114	104	83	66	72	52	40	36	34
ENSDARG00000037966	thoc6	76	112	98	90	69	48	48	46	51	45	44	37	31	32	20	12	8	6
ENSDARG00000037967	si:dkey-16l2.16	68	61	50	48	14	11	18	25	25	23	19	17	13	16	12	14	15	12
ENSDARG00000037968	fus	27	28	27	12	16	49	54	58	81	66	71	72	58	77	82	65	55	52
ENSDARG00000037978	ENSDARG00000037978	0.9	2	3	2	1	0.6	0.5	0.5	1	2	4	7	8	4	5	1	2	5
ENSDARG00000037980	elob	58	127	151	179	210	271	251	227	244	245	238	194	171	188	180	163	138	115
ENSDARG00000037995	gdf3	473	552	462	479	376	117	60	13	12	7	4	3	0.8	0.4	0.7	2	3	3
ENSDARG00000037997	tubb5	3	16	8	7	30	38	53	68	190	312	374	401	450	674	675	486	277	193
ENSDARG00000037998	flot1b	113	95	80	61	78	111	120	117	163	148	171	193	199	173	144	165	154	117
ENSDARG00000038000	crls1	23	74	94	97	59	32	32	47	52	54	45	32	22	22	16	17	20	23
ENSDARG00000038005	med25	196	177	142	122	132	127	101	55	49	40	42	36	30	31	25	20	16	15
ENSDARG00000038006	osr2					2	3	7	10	9	11	8	11	8	10	12	12	20	22
ENSDARG00000038009	CT573429.1																0.6	4	5
ENSDARG00000038010	rac2	3	13	45	49	47	54	43	28	6	8	14	24	33	31	37	28	35	24
ENSDARG00000038011	cyth4a														0.5		2	1	2
ENSDARG00000038012	fam83fa	2	4	30	40	28	6	0.7	2	3	2	2	2	1	0.9	1	0.8	0.7	0.6
ENSDARG00000038018	prph2a									0.7	0.3						126	151	130
ENSDARG00000038024	flr	6	6	20	21	19	11	18	20	22	17	15	12	10	12	10	9	10	12
ENSDARG00000038025	cbx7a			1	0.5	0.3				0.8	1	0.9	1	1	2	1	7	12	32
ENSDARG00000038027	nol12	8	12	87	63	69	53	56	67	79	71	50	37	22	18	11	13	8	14
ENSDARG00000038028	ndufa6		1	1	2	2	21	23	35	49	73	78	107	93	100	118	138	138	113
ENSDARG00000038030	rbx1	229	240	133	174	185	240	196	218	182	236	184	197	177	177	148	148	112	90
ENSDARG00000038040	tpk1	0.4	1	2	0.8	2	2	1	1	6	6	12	15	13	4	4	4	7	5
ENSDARG00000038052	si:ch211-149k23.9					0.6	2	0.8		0.7	0.6	0.7	0.5				0.8	2	0.9
ENSDARG00000038056	fgfbp2b	2	1	1	1	1	0.7				0.6	1	1	1	3	52	157	98	74
ENSDARG00000038059	grb2b	57	62	62	50	30	62	86	88	47	40	43	43	42	41	46	47	43	38
ENSDARG00000038064	chmp3	6	12	90	89	52	27	26	27	15	12	14	16	18	17	20	28	30	25
ENSDARG00000038066	kpna2	143	307	211	136	90	208	280	265	196	169	223	253	231	213	148	71	63	29
ENSDARG00000038067	smurf2	33	44	95	79	64	27	21	27	23	19	21	17	14	18	15	17	16	15
ENSDARG00000038068	ddx5	485	529	556	475	1522	2120	1738	928	761	639	583	417	337	461	358	370	269	173
ENSDARG00000038069	mgat3a	1	3	16	24	9	1	0.4		0.7	0.3	0.3		0.3	0.4		2	4	4
ENSDARG00000038072	ptx4	3	8	5	10	7	2	1	0.5	0.1									
ENSDARG00000038074	ergic3	56	74	34	25	41	95	153	170	77	66	60	52	41	36	31	22	19	14
ENSDARG00000038075	cyc1	89	52	114	145	138	158	198	214	197	187	210	232	218	222	220	261	245	177
ENSDARG00000038076	romo1	32	42	63	83	88	72	45	30	63	91	112	120	137	130	174	217	225	275
ENSDARG00000038089	TMEM114						0.5	0.6	0.6								0.6	0.6	
ENSDARG00000038094	clec16a	8	13	27	26	8	2	2	3	7	6	7	6	6	9	8	10	11	12
ENSDARG00000038095	socs1a		0.7	2	2		7	9	5	0.7		0.6	0.9	2		5	9	22	34
ENSDARG00000038097	pigq	39	37	46	43	24	11	14	12	11	10	15	14	15	13	12	11	11	8
ENSDARG00000038099	gskip	55	81	151	200	216	160	77	50	115	122	140	126	103	82	67	49	42	34
ENSDARG00000038106	slc37a4a	0.9	1	2	2	2	1	0.3	0.4	5	3	7	24	14	4	8	23	37	24
ENSDARG00000038107	sgcg					1	1	1	2	2	2	4	7	10	12	11	10	15	13
ENSDARG00000038112	si:dkeyp-59c12.1				1					2	1	1							
ENSDARG00000038113	rprd1b	18	60	136	138	169	151	156	104	81	70	59	50	38	39	31	24	23	21
ENSDARG00000038114	xpa	2	3	4	5	2	3	4	4	4	3	6	7	5	5	4	3	5	4
ENSDARG00000038116	gnrhr4		0.7	4	4	1											0.7	1	0.8
ENSDARG00000038121	si:ch211-13k12.2		0.4	4	1	0.8	0.9	2	4	4	2	4	6	7	6	7	4	5	4
ENSDARG00000038123	myl9a			1	1	1		1	1	2	4	12	20	30	19	39	97	122	99
ENSDARG00000038133	zgc:113411	7	7	16	16	7	2	2	2	3	2	2	3	3	2	2	2	3	2
ENSDARG00000038139	pdgfbb				0.3	0.7	0.6	0.3	1	10	16	12	7	6	4	4	5	6	5
ENSDARG00000038141	atf4b			0.8	0.7	49	136	163	193	164	174	185	171	187	207	212	219	182	167
ENSDARG00000038147	hbbe3									2	103	555	998	2433	1677	1261	2		
ENSDARG00000038151	zgc:92360	1	7	2	3	3	5	1	1	12	21	23	28	23	20	26	22	23	21
ENSDARG00000038153	lgals2b							1		7	7	19	48	67	59	155	576	1353	1608
ENSDARG00000038154	isca2	19	5	3	5	0.9	0.9	2	5	5	6	11	9	13	12	22	30	32	31
ENSDARG00000038156	dusp11	41	42	30	32	35	44	37	33	35	27	24	12	11	13	9	7	6	4
ENSDARG00000038159	tcf7l1a	19	42	88	78	47	87	200	202	47	44	50	62	52	41	32	26	23	27
ENSDARG00000038166	hyal6																2	2	3
ENSDARG00000038176	cyb561											0.8	2	1	0.8	0.8	3	2	3
ENSDARG00000038185	gh1															0.7	10	22	25
ENSDARG00000038186	zgc:103564	60	62	57	50	16	7	7	6	7	5	7	5	3	5	3	1	3	0.7
ENSDARG00000038199	cdab																5	12	21
ENSDARG00000038205	her2							1	7	80	109	101	88	84	65	16	16	13	12
ENSDARG00000038207	aldh4a1	2	4	5	4	3	7	11	16	53	48	40	34	32	26	25	26	43	43
ENSDARG00000038213	slc35b1	4	10	35	34	17	10	18	17	26	29	33	26	23	26	23	35	27	18
ENSDARG00000038222	tyw3	15	13	79	95	64	21	18	26	36	26	23	14	9	10	7	6	7	10
ENSDARG00000038225	nras	124	164	196	208	185	115	78	64	52	40	44	32	24	31	26	23	22	15
ENSDARG00000038228	selenow2a	160	157	95	123	148	170	157	173	186	222	239	137	169	234	177	132	113	81
ENSDARG00000038235	pkdccb					10	52	91	130	15	7	6	6	4	6	7	7	6	8
ENSDARG00000038237	ENSDARG00000038237	5	10	19	21	7	10	21	37	37	32	34	24	23	33	26	23	23	21
ENSDARG00000038239	tnpo2	132	180	254	255	245	285	241	201	112	80	92	67	57	56	35	31	32	30
ENSDARG00000038242	zgc:113333	0.3	0.3	2	3	2	11	17	19	9	11	11	14	12	7	9	10	11	13
ENSDARG00000038243	e4f1	3	12	58	69	45	22	21	18	17	14	12	9	9	10	9	9	10	9
ENSDARG00000038248	ggact.2		0.8		3	0.4	4	2	5	8	7	5	3	2	5	3	4	4	3
ENSDARG00000038258	proca					0.6	0.6	0.3	0.6	1	1	3	6	6	4	5	8	10	9
ENSDARG00000038270	PIGG	5	4	4	5	4	3	1	1	2	2	3	3	3	2	2	4	5	3
ENSDARG00000038271	zgc:113293	43	26	41	22	8	1	0.6	1			0.5	0.4						
ENSDARG00000038278	ptgir												1	0.8	0.5	0.5	1	1	1
ENSDARG00000038281	natd1	4	12	13	13	32	88	104	103	40	22	22	15	14	14	14	20	20	21
ENSDARG00000038283	wnt6a																0.5	2	0.9
ENSDARG00000038288	cd151						0.6	1	0.5	7	13	18	13	11	16	12	10	11	12
ENSDARG00000038290	thoc5	253	227	218	182	203	194	202	119	113	92	81	70	57	52	38	25	21	20
ENSDARG00000038293	zgc:103559			2		1	0.5										6	12	12
ENSDARG00000038296	tmem86b															1	15	47	35
ENSDARG00000038297	aspdh													0.8	2	4	17	18	9
ENSDARG00000038300	rnf34a	1	2	9	9	8	3	2	2	4	5	5	4	5	5	5	6	8	6
ENSDARG00000038302	ccar2	29	31	54	45	44	33	27	23	16	10	12	10	9	13	11	12	10	11
ENSDARG00000038305	vgll3				0.2	0.3	0.2	0.2	0.5	12	2	5	3	0.5	0.2	1	2	2	1
ENSDARG00000038306	tsc22d1	182	175	209	178	106	23	26	27	25	28	27	24	27	34	40	61	61	63
ENSDARG00000038308	ykt6	236	180	163	163	100	56	37	24	28	28	26	25	19	22	18	19	16	11
ENSDARG00000038309	dnajc15	2	17	39	38	39	22	8	4	8	10	15	16	15	13	13	18	16	12
